link,toxico,comentario,datahora,tipo
https://g1.globo.com/politica/noticia/2019/10/21/em-meio-a-disputa-por-lideranca-do-psl-eduardo-bolsonaro-destitui-vice-lideres.ghtml,0," UMA C0ISA É CERT4. EM 2022 O B0ZO NÃO GANH4 ELEIÇÃ0 NEM PRA ENGR4XATE DO P4RTIDO DO SUC0 DE L4RANJA, QUANTO MAIS PRA P.RESIDENTE. ATÉ PORQUE IMPEACHTM4DO NEM C0NCORRER P0DE!!! VAI V0LTAR A SER O QUE SEMPRE FOI..... UM ZÉ NI.NGUÉM!!!..... hehehe. ",2020-02-25 00:08:31,
https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/10/04/guerra-em-costa-barros-bope-e-batalhoes-fazem-cerco-apos-noite-de-terror.ghtml,0," Os meliantes se tornam vitimas inocentes, se a policia matar.
 ",2020-02-25 00:08:43,
https://g1.globo.com/pop-arte/musica/rock-in-rio/2019/noticia/2019/10/05/pink-e-anitta-estreiam-no-rock-in-rio-em-dia-de-pop-e-funk-o-que-esperar-deste-sabado-5.ghtml,0," kkkkkkkk
 ",2020-02-25 00:08:48,
https://g1.globo.com/pe/pernambuco/noticia/2019/10/15/pf-cumpre-mandado-em-endereco-ligado-a-luciano-bivar.ghtml,0," Que governo perigoso com aqueles que eles julgam inimigos !!! E o sub mito MORO quantas decepções !!! Aqueles que divergem do governo são alvos das instituições do governo !!! Encontrar Queiroz , ninguém sabe e ninguém viu !! ",2020-02-25 00:09:02,
https://g1.globo.com/monitor-da-violencia/noticia/2019/10/03/em-sete-meses-brasil-registra-244-mil-mortes-violentas-queda-e-de-226percent-em-relacao-ao-ano-passado.ghtml,0, É triste mas é verdade. Como sempre a esquerda usando a m0rte das pessoas para fazer palanque! ,2020-02-25 00:09:36,
https://g1.globo.com/al/alagoas/noticia/2019/10/09/ibama-encontra-manchas-de-oleo-em-trecho-da-foz-do-rio-sao-francisco-em-al.ghtml,0," Não só baseado nas informações técnicas de laboratório, como também tem boas chances do petróleo ser Venezuelano, isso porque a Venezuela mantém exportação para a CHINA e ÍNDIA sem passar pelo canal do Panamá ou Suez devido aos embargos, sendo assim estão contornando o atlântico e certamente estão passando dentro das 200 milhas náuticas do território brasileiro, afinal seria inviável para eles contornar a setorização de Fernando de Noronha, portanto a Marinha Nacional do Brasil devia proibir a passagem de navios petroleiros por suas águas. ",2020-02-25 00:09:56,
https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/10/30/audio-mostra-que-ronnie-lessa-liberou-a-entrada-de-elcio-de-queiroz-em-condominio-no-dia-do-assassinato-de-marielle-diz-mp.ghtml,0, A C.N.N Brasil está chegand0 pra ameaçar  a liderança da gl0b0.  ,2020-02-25 00:10:06,
https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/10/29/suspeito-da-morte-de-marielle-se-reuniu-com-outro-acusado-no-condominio-de-bolsonaro-antes-do-crime-ao-entrar-alegou-que-ia-para-a-casa-do-presidente-segundo-porteiro.ghtml,0, kkkkkkk nunca vi titulo de matéria desse tamanho... FAKE NEEEEWS ,2020-02-25 00:10:11,
https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/10/30/policia-chega-ao-predio-do-casal-garotinho-para-cumprir-mandado-de-prisao.ghtml,0," Chama o Gilmar, que vem coisa boa! ",2020-02-25 00:10:14,
https://g1.globo.com/politica/noticia/2019/10/30/bolsonaro-diz-que-witzel-lhe-contou-no-dia-9-de-outubro-sobre-o-envolvimento-no-caso-marielle.ghtml,1," Canalhas, querem desestabilizar o país para a esquerda voltar ao poder e poderem aumentar o faturamento. Bandidos, corja nojenta, jornalismo sem crédito. ",2020-02-25 00:10:17,
https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/10/29/suspeito-da-morte-de-marielle-se-reuniu-com-outro-acusado-no-condominio-de-bolsonaro-antes-do-crime-ao-entrar-alegou-que-ia-para-a-casa-do-presidente-segundo-porteiro.ghtml,0," Fácil fácil montar um esquema para parecer que estou em Brasília, ainda mais onde kkkkkkkkkk faço um vídeo no dia anterior e posto no dia seguinte, quero ver é imagem oficial do dia aí sim vale como prova. ",2020-02-25 00:10:59,
https://g1.globo.com/ciencia-e-saude/noticia/2019/10/08/nobel-de-fisica-premia-james-peebles-michel-mayor-e-didier-queloz.ghtml,0, Disse tudo Anderson!! Até quando irá está mesma ladainha? ,2020-02-25 00:11:10,
https://g1.globo.com/mundo/noticia/2019/10/21/manifestantes-voltam-as-ruas-em-santiago-no-chile.ghtml,1, Politica boa é da Venezuela né asno comuna.  ,2020-02-25 00:11:22,Outros
https://g1.globo.com/ce/ceara/noticia/2019/10/15/ceara-ja-contabiliza-23-tartarugas-mortas-apos-surgimento-de-manchas-de-oleo-no-mar.ghtml,0, Absurdo isso que vergonha. Temos que ter ação imediata contra o pais que esta fazendo isso  ,2020-02-25 00:11:39,
https://g1.globo.com/economia/noticia/2019/10/15/aneel-vota-nesta-terca-proposta-que-reduz-incentivo-para-quem-quer-gerar-a-propria-energia.ghtml,0," Não é fake news, falam isso há anos ",2020-02-25 00:12:42,
https://g1.globo.com/ba/bahia/noticia/2019/10/10/analise-da-ufba-aponta-que-oleo-que-atinge-litoral-do-ne-e-da-venezuela.ghtml,0," Mentira e fake news é o nome desse asno. E ainda achava que Chico queria a assinatura dele no prêmio!!! Tadinho, levou uma para nunca mais esqueçer!! "". Disse Chico:  A não assinatura dele é um segundo prêmio Camões para mim!!! "" kkkk.  Como é que é mesmo!!! Chico mitoooooooooooooooou!!!!! kkkkk ",2020-02-25 00:12:45,
https://g1.globo.com/politica/noticia/2019/10/30/bolsonaro-diz-que-witzel-lhe-contou-no-dia-9-de-outubro-sobre-o-envolvimento-no-caso-marielle.ghtml,0, A milícia está apavorada... cadê os minimilicianinhos? ,2020-02-25 00:12:50,
https://g1.globo.com/mundo/noticia/2019/10/21/manifestantes-voltam-as-ruas-em-santiago-no-chile.ghtml,0," Gustavo Pedro, acorda, o PT morreu kkkkk ",2020-02-25 00:12:54,
https://g1.globo.com/pe/pernambuco/noticia/2019/10/15/pf-cumpre-mandado-em-endereco-ligado-a-luciano-bivar.ghtml,0," NUNCA NA HISTÓRIA RECENTE DO PAIS, DEPARAMOS COM UM GOVERNO TÃO RUIM E ENROLADO. ",2020-02-25 00:12:57,
https://g1.globo.com/economia/noticia/2019/10/21/bovespa.ghtml,0," O Brasil caindo em pedaços e bosomínios comemorando pq a bolsa subiu kkk Até parece q ""amanhã"" n vai cair de novo e depois subir novamente como faz desde q foi criada. Especuladores nacionais, internacionais e empresários ganhão milhões e a população cada vz mais pobre. ",2020-02-25 00:13:09,
https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/10/10/camara-adia-votacao-sobre-aplicativos-de-transportes-no-rio-protesto-de-taxistas-tem-tumulto.ghtml,0," Tem que reduzir o número de carros de aplicativo, mais não pode proibir embarque e desembarque, o preço dos aplicativos e táxis tem que ter uma base e taxista não poder alugar o carro ou a permissão. ",2020-02-25 00:13:18,
https://g1.globo.com/monitor-da-violencia/noticia/2019/10/03/em-sete-meses-brasil-registra-244-mil-mortes-violentas-queda-e-de-226percent-em-relacao-ao-ano-passado.ghtml,0," Mesmo que seja difícil de acreditar, mas parece que o Brasil está melhorando ",2020-02-25 00:13:24,
https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/10/29/suspeito-da-morte-de-marielle-se-reuniu-com-outro-acusado-no-condominio-de-bolsonaro-antes-do-crime-ao-entrar-alegou-que-ia-para-a-casa-do-presidente-segundo-porteiro.ghtml,0, Cornominion detectado kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk ,2020-02-25 00:13:33,
https://g1.globo.com/politica/noticia/2019/10/09/bolsonaro-diz-que-permanece-no-psl-e-compara-crise-no-partido-a-briga-de-marido-e-mulher.ghtml,1, PSL -  Partido Surrando L.ula  ,2020-02-25 00:13:41,Insulto
https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/10/29/suspeito-da-morte-de-marielle-se-reuniu-com-outro-acusado-no-condominio-de-bolsonaro-antes-do-crime-ao-entrar-alegou-que-ia-para-a-casa-do-presidente-segundo-porteiro.ghtml,0, Talvez no seu mais azool ,2020-02-25 00:13:58,
https://g1.globo.com/economia/noticia/2019/10/21/bovespa.ghtml,0, Você canta melhor que escreve! Melhorou em que para vc?  ,2020-02-25 00:14:03,
https://g1.globo.com/economia/noticia/2019/10/21/bovespa.ghtml,1, Vc é MALUCO! ,2020-02-25 00:14:11,Insulto
https://g1.globo.com/economia/noticia/2019/10/10/venezuela-nega-responsabilidade-por-petroleo-em-praias-do-brasil.ghtml,0, Então as sanções é só para americano ver. ,2020-02-25 00:14:20,
https://g1.globo.com/mundo/noticia/2019/10/08/brasileiros-que-cruzam-americas-de-moto-enfrentam-ameacas-para-entrar-no-equador.ghtml,0," Culpa por não ser igual seu líder preso, que distribuiu nosso dinheiro na América ",2020-02-25 00:14:27,
https://g1.globo.com/politica/noticia/2019/10/09/congresso-aprova-texto-base-da-lei-de-diretrizes-orcamentarias.ghtml,0," Salario de R$ 998,00 / 
Empresa tributada no lucro real /
FGTS: 8% = 79,84 / 
INSS patronal: 20% = R$ 199,60 /
Terceiros: 5,80% = R$ 57,88 /
RAT: 3% = 29,98 / 
Total custo com funcionário: R$ 1.365,30 ",2020-02-25 00:14:36,
https://g1.globo.com/natureza/noticia/2019/10/06/papa-francisco-diz-que-amazonia-precisa-do-fogo-do-amor-e-nao-do-fogo-ateado-por-interesses-que-destroem.ghtml,0," As religiões e suas idiotices sacerdotais...
É por isso que a humanidade não evolui. ",2020-02-25 00:14:38,
https://g1.globo.com/mundo/noticia/2019/10/10/governo-dos-eua-desiste-de-apoio-a-brasil-na-ocde-diz-agencia.ghtml,0, ninguém sabe quem dos dois é mais mentiroso se trump daqui ou trump de lá..................2 indecisos natos............... ,2020-02-25 00:14:45,
https://g1.globo.com/monitor-da-violencia/noticia/2019/10/03/em-sete-meses-brasil-registra-244-mil-mortes-violentas-queda-e-de-226percent-em-relacao-ao-ano-passado.ghtml,0, Nosso presidente conseguiu fazer os assassinos todos se converterem. Que beleza! O cara conseguiu fazer o q fizeram com ele: de miliciano virou santo na presidência.  ,2020-02-25 00:14:56,
https://g1.globo.com/mundo/noticia/2019/10/08/brasileiros-que-cruzam-americas-de-moto-enfrentam-ameacas-para-entrar-no-equador.ghtml,0, tentar voltar?? vc leu a matéria? ,2020-02-25 00:15:02,
https://g1.globo.com/pe/pernambuco/noticia/2019/10/15/pf-cumpre-mandado-em-endereco-ligado-a-luciano-bivar.ghtml,0, E o que os outros partidos fizeram com o dinheiro?  Só o PSL recebeu dinheiro? Se o PSL fez isso imagina o que fez o PT!!! ,2020-02-25 00:15:09,
https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/10/29/suspeito-da-morte-de-marielle-se-reuniu-com-outro-acusado-no-condominio-de-bolsonaro-antes-do-crime-ao-entrar-alegou-que-ia-para-a-casa-do-presidente-segundo-porteiro.ghtml,0," Já vi esse filme antes. Votação na Câmara registrada, fotos na área externa da câmara. Isso está cheirando a cambalacho. Até parece que não se pode votar pelo outro em Brasília. Só não pegam o criminoso se não quiserem. Vamos aguardar os próximos capítulos. Não é Sérgio Moro? ",2020-02-25 00:15:13,
https://g1.globo.com/pop-arte/musica/rock-in-rio/2019/noticia/2019/10/05/como-o-exercito-de-fas-da-anitta-se-organiza-e-ajudou-a-colocar-a-cantora-no-rock-in-rio.ghtml,0," Vai ser vaiada, nada a ver no festival de rock.  ",2020-02-25 00:15:19,
https://g1.globo.com/politica/noticia/2019/10/21/mourao-maximo-que-governo-pode-fazer-e-ter-gente-para-recolher-oleo-no-litoral-nordestino.ghtml,0, Gado ,2020-02-25 00:15:23,
https://g1.globo.com/mundo/noticia/2019/10/08/equador-transfere-sede-do-governo-de-quito-para-guaiaquil-anuncia-presidente-lenin-moreno.ghtml,0," Querem adotar uma política neoliberal de maneira equivocada, por isso dos protestos, a receita não é difícil de entender, pessoas que ganham muito pouco e dependem de subsídios, bolsas, programas sociais como um todo e não tem como pagar o valor integral dos serviços e produtos, isso é um presente para a dita esquerda, o correto é ao mesmo tempo que tira um benefício o governo demonstra com medidas concretas que a qualidade de vida vai melhorar, não apenas com números ou posturas dogmáticas. ",2020-02-25 00:15:27,
https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/10/30/audio-mostra-que-ronnie-lessa-liberou-a-entrada-de-elcio-de-queiroz-em-condominio-no-dia-do-assassinato-de-marielle-diz-mp.ghtml,0, Demoram para alterar a manchete da Home. ,2020-02-25 00:15:29,
https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/10/04/guerra-em-costa-barros-bope-e-batalhoes-fazem-cerco-apos-noite-de-terror.ghtml,1," Vitor, verdade tinha esquecido dessa corja política os bandidos de terno e gravata. ",2020-02-25 00:15:34,
https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/10/29/suspeito-da-morte-de-marielle-se-reuniu-com-outro-acusado-no-condominio-de-bolsonaro-antes-do-crime-ao-entrar-alegou-que-ia-para-a-casa-do-presidente-segundo-porteiro.ghtml,0," Protestos socialistas no Chile, reeleição de Evo Morales, eleição de um socialista na Argentina, ataques infundados a B0LS0N4R0, óleo venezuelano prejudicando a economia do Brasil. ESSE É O FORO DE SÃO PAULO NA ATIVA. ",2020-02-25 00:15:35,
https://g1.globo.com/pe/pernambuco/noticia/2019/10/15/pf-cumpre-mandado-em-endereco-ligado-a-luciano-bivar.ghtml,0," Essa investigação está sendo bem rápida, similar a rapidez do M0R0 para prender o candidato que estava a frente das pesquisas (em troca de uma cadeira de ministro e logo mais no STF). Já a investigação do Queiroz, daqui a alguns anos vai prescrever... Estamos virando a VenezueIa...  ",2020-02-25 00:15:39,
https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/10/29/suspeito-da-morte-de-marielle-se-reuniu-com-outro-acusado-no-condominio-de-bolsonaro-antes-do-crime-ao-entrar-alegou-que-ia-para-a-casa-do-presidente-segundo-porteiro.ghtml,0, E  mentiroso!! ,2020-02-25 00:15:46,
https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/10/29/suspeito-da-morte-de-marielle-se-reuniu-com-outro-acusado-no-condominio-de-bolsonaro-antes-do-crime-ao-entrar-alegou-que-ia-para-a-casa-do-presidente-segundo-porteiro.ghtml,0, é adeilson ou adelio? ,2020-02-25 00:15:51,
https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/10/04/guerra-em-costa-barros-bope-e-batalhoes-fazem-cerco-apos-noite-de-terror.ghtml,0," Vitor, verdade tinha esquecido dessa corja política os bandidos de terno e gravata. ",2020-02-25 00:15:54,
https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/10/29/suspeito-da-morte-de-marielle-se-reuniu-com-outro-acusado-no-condominio-de-bolsonaro-antes-do-crime-ao-entrar-alegou-que-ia-para-a-casa-do-presidente-segundo-porteiro.ghtml,0, Coincidência sinistra. Pelo visto não era o Bolso que estava em casa. Mas tinha alguém lá que mandou os caras entrarem. Segundo o porteiro. E se o porteiro estiver mentindo é igualmente sinistro. Porque seria muita coragem inventar um mentira contra o presidente... ,2020-02-25 00:15:55,
https://g1.globo.com/pop-arte/musica/rock-in-rio/2019/noticia/2019/10/06/empresa-que-tinha-trabalhadores-dormindo-embaixo-do-palco-sunset-e-multada-em-r-30-mil.ghtml,0," Por que do ""português"" ter sido escrito com ""P"" maiúsculo, fessô Machado? ",2020-02-25 00:16:02,
https://g1.globo.com/mundo/noticia/2019/10/10/governo-dos-eua-desiste-de-apoio-a-brasil-na-ocde-diz-agencia.ghtml,0, Kkkkkkk rindo até 2022. ,2020-02-25 00:16:07,
https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/10/30/bolsonaro-reage-a-reportagem-do-jn-e-nega-ter-autorizado-entrada-de-acusado-de-matar-marielle-em-condominio-no-dia-do-crime.ghtml,0, O Luladrão esta preso e a grobosta vai perder a concessão pq deve milhões de impostos kkkkkkkkkkkkk ,2020-02-25 00:16:12,
https://g1.globo.com/pe/pernambuco/noticia/2019/10/15/pf-cumpre-mandado-em-endereco-ligado-a-luciano-bivar.ghtml,0," Antonio Aquino, Vai estudar, vai!!! ",2020-02-25 00:16:15,
https://g1.globo.com/loterias/noticia/2019/10/31/governo-autoriza-a-caixa-a-reajustar-preco-das-apostas-das-loterias-mega-sena-custara-r-450.ghtml,0," Se 51% da arrecadação vai pro ganhador aonde entra esses 80%, vc não sabe nem oq tá falando. ",2020-02-25 00:16:20,
https://g1.globo.com/mundo/noticia/2019/10/10/governo-dos-eua-desiste-de-apoio-a-brasil-na-ocde-diz-agencia.ghtml,0, HAHAHAHAHAHA ,2020-02-25 00:16:23,
https://g1.globo.com/pr/parana/noticia/2019/10/02/lula-atingiu-16-da-pena-em-29-de-setembro-diz-justica.ghtml,0, Vania Toni Vai aprender a escrever primeiro o esquerdopata depois vem falar comigo ok?? ,2020-02-25 00:16:28,
https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/10/29/suspeito-da-morte-de-marielle-se-reuniu-com-outro-acusado-no-condominio-de-bolsonaro-antes-do-crime-ao-entrar-alegou-que-ia-para-a-casa-do-presidente-segundo-porteiro.ghtml,0," lamentável esse gov facista.... bozo açasino, eleito graças aos 57 milhões de neonazista. MARIELA VIVE!! VOLTA PT, BRASIL QUER SER FELIZ DE NOVO. ",2020-02-25 00:16:33,
https://g1.globo.com/pe/pernambuco/noticia/2019/10/15/pf-cumpre-mandado-em-endereco-ligado-a-luciano-bivar.ghtml,0," Meu ídolo chama se Jesus, mas na atual situação do país só o General Mourão pra dar jeito, ou prefere o ''preso político''?  ",2020-02-25 00:16:37,
https://g1.globo.com/ba/bahia/noticia/2019/10/10/analise-da-ufba-aponta-que-oleo-que-atinge-litoral-do-ne-e-da-venezuela.ghtml,0," Ai meu deus, a girafa da amazonia vai morrer afogada agora ",2020-02-25 00:16:43,
https://g1.globo.com/economia/agronegocios/globo-rural/noticia/2019/10/06/produtores-rurais-do-para-tentam-manter-preservacao-na-amazonia-mas-crimes-ambientais-continuam.ghtml,0, E não venha defender um politico ou um Governo que isso vem desde da década de 70... ,2020-02-25 00:17:54,
https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/10/29/suspeito-da-morte-de-marielle-se-reuniu-com-outro-acusado-no-condominio-de-bolsonaro-antes-do-crime-ao-entrar-alegou-que-ia-para-a-casa-do-presidente-segundo-porteiro.ghtml,1, Você ainda acredita no Miliciano???? Muuuuuuuú ,2020-02-25 00:18:08,
